City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
305,alaghsas,17.0187,8.0168,32.05,13,21,4.02,NE,1684016243
306,wuhai,39.6647,106.8122,16.49,17,0,1.65,CN,1684016244
307,le treport,50.0598,1.3758,10.0,91,0,4.47,FR,1684016244
308,itoman,26.1247,127.6694,22.43,83,75,5.14,JP,1684016071
309,severo-yeniseyskiy,60.3725,93.0408,-12.63,98,73,1.62,RU,1684016073
310,revda,56.801,59.9303,8.1,73,100,1.33,RU,1684015934
311,thames,-37.1333,175.5333,12.28,85,94,0.53,NZ,1684016246
312,usinsk,65.9939,57.5281,-2.4,85,94,3.2,RU,1684015859
313,aban,56.67,96.06,-3.76,67,9,2.61,RU,1684016246
314,kokkola,63.8385,23.1307,8.35,89,0,1.03,FI,1684016247
315,thunder bay,48.4001,-89.3168,13.17,50,100,1.25,CA,1684016039
316,nyazepetrovsk,56.0531,59.6028,5.55,87,93,3.13,RU,1684016248
317,muravlenko,63.7898,74.523,-0.94,91,100,9.17,RU,1684016248
318,kalat,29.0225,66.5916,17.44,19,1,1.72,PK,1684016249
319,gebeit,21.0667,36.3167,25.67,27,1,2.11,SD,1684016249
320,ataq,14.5377,46.8319,23.92,74,6,4.39,YE,1684016255
321,roma,43.2128,-75.4557,22.08,28,0,4.12,US,1684016116
322,son la,21.3167,103.9,18.32,99,100,0.94,VN,1684016255
323,santa cruz,-17.8,-63.1667,24.03,60,100,2.06,BO,1684015886
324,kapa'a,22.0752,-159.319,27.99,70,0,7.2,US,1684015869
325,suzun,53.7841,82.3116,4.77,45,100,4.87,RU,1684016256
326,arteche,12.2645,125.4048,25.66,83,100,0.12,PH,1684016256
327,zhangye,38.9342,100.4517,15.96,20,95,1.38,CN,1684016257
328,kisangani,0.5167,25.2,24.49,78,100,0.37,CD,1684015809
329,grossostheim,49.9211,9.0814,13.2,90,29,1.41,DE,1684016258
330,saynshand,44.8824,110.1163,13.53,54,94,0.93,MN,1684016258
331,lompoc,34.6391,-120.4579,24.36,66,0,3.6,US,1684016059
332,grand falls-windsor,48.9332,-55.6649,12.5,44,99,1.79,CA,1684016258
333,al ghayzah,16.2079,52.176,28.66,72,0,3.77,YE,1684016074
334,nguigmi,14.2495,13.1092,31.21,19,82,4.38,NE,1684016259
335,weno,7.4515,151.8468,28.7,74,79,2.27,FM,1684015855
336,gladstone,-23.85,151.25,18.96,88,100,2.57,AU,1684016259
337,labytnangi,66.6572,66.4183,-9.64,92,93,2.3,RU,1684016080
338,yantongshan,43.2919,126.0094,10.9,83,0,2.14,CN,1684016260
339,mersa matruh,31.3525,27.2453,18.2,79,100,3.01,EG,1684016260
340,federal,-30.9547,-58.7833,17.29,60,6,2.25,AR,1684016260
341,ola,59.5833,151.2833,1.19,99,100,2.74,RU,1684015866
342,bardai,11.65,7.2333,30.42,15,75,3.16,NG,1684015841
343,san luis de la loma,17.2706,-100.8939,30.8,59,20,3.61,MX,1684015844
344,korla,41.7597,86.1469,21.53,30,49,4.81,CN,1684016261
345,el porvenir,13.7617,-87.3458,25.63,45,60,2.16,HN,1684016262
346,sisimiut,66.9395,-53.6735,-1.45,71,95,5.19,GL,1684015906
347,salinopolis,-0.6136,-47.3561,26.88,81,31,3.21,BR,1684016262
348,ust-nera,64.5667,143.2,-1.19,82,99,2.09,RU,1684016041
349,kerikeri,-35.2268,173.9474,16.62,93,20,1.68,NZ,1684015958
350,yuzhne,46.6221,31.1013,15.08,59,100,2.2,UA,1684016263
351,tingi,-11.3,35.0333,16.8,84,59,1.19,TZ,1684016264
352,sovata,46.5833,25.0667,6.28,80,40,2.69,RO,1684016264
353,la tuque,47.4334,-72.7824,9.14,37,98,6.69,CA,1684016264
354,charlottetown,46.2352,-63.1267,13.09,54,67,4.02,CA,1684015651
355,ghanzi,-21.5667,21.7833,19.89,28,20,3.04,BW,1684016265
356,torghay,49.6339,63.4981,9.54,72,3,5.54,KZ,1684016265
357,hasaki,35.7333,140.8333,17.34,62,100,7.6,JP,1684015877
358,minbu,20.1833,94.8833,25.88,83,100,3.94,MM,1684016266
359,illapel,-31.6308,-71.1653,21.96,50,59,1.14,CL,1684016171
360,plastun,44.7561,136.2939,13.13,62,45,1.06,RU,1684016266
361,banamba,13.55,-7.45,34.09,31,98,1.94,ML,1684016267
362,ouesso,1.6136,16.0517,24.57,75,89,1.15,CG,1684016267
363,arraial do cabo,-22.9661,-42.0278,19.92,83,40,0.0,BR,1684015692
364,vuokatti,64.146,28.2697,8.92,71,100,0.84,FI,1684016268
365,dum duma,27.5667,95.5667,23.62,51,100,1.58,IN,1684016268
366,gorontalo,0.5412,123.0595,24.19,93,44,0.92,ID,1684015995
367,nouna,12.7333,-3.8667,35.68,28,98,2.5,BF,1684016268
368,susuman,62.7833,148.1667,-2.21,94,100,2.33,RU,1684015870
369,manor,19.75,72.9167,27.97,73,0,1.61,IN,1684016269
370,quellon,-43.1167,-73.6167,14.14,100,100,0.51,CL,1684015888
371,kasongo-lunda,-6.4667,16.8167,23.55,70,51,0.68,CD,1684015881
372,manakara,-22.1333,48.0167,22.36,94,97,1.47,MG,1684016270
373,belyy yar,53.6039,91.3903,-3.06,63,0,0.0,RU,1684016270
374,koryazhma,61.3143,47.1691,6.26,81,92,2.5,RU,1684016270
375,alice springs,-23.7,133.8833,3.75,75,55,2.71,AU,1684015866
376,mugia,43.1041,-9.2179,15.65,85,25,7.22,ES,1684016271
377,kandi,11.1342,2.9386,32.38,37,30,1.57,BJ,1684016271
378,taoudenni,22.6783,-3.9836,36.13,9,6,4.79,ML,1684016271
379,chonchi,-42.6128,-73.8092,14.51,98,100,1.53,CL,1684015901
380,naantali,60.4674,22.0243,10.23,64,0,2.57,FI,1684016272
381,nea kallikrateia,40.3167,23.0667,16.82,86,88,2.85,GR,1684016272
382,tomatlan,19.9333,-105.25,31.72,33,13,4.94,MX,1684016273
383,saurimo,-9.6608,20.3916,20.08,62,96,2.1,AO,1684016195
384,mezzouna,34.5776,9.8419,21.27,63,83,10.92,TN,1684016273
385,manokwari,-0.8667,134.0833,27.3,75,79,3.66,ID,1684016273
386,mili,6.0815,171.735,28.19,82,97,8.62,MH,1684016123
387,neustrelitz,53.3667,13.0833,8.28,83,10,3.04,DE,1684016274
388,darwin,-12.4611,130.8418,20.99,78,100,2.57,AU,1684015922
389,tralee,52.2704,-9.7026,10.44,84,100,2.28,IE,1684016081
390,huedin,46.8667,23.05,8.23,90,92,2.12,RO,1684016275
391,kuanda,56.3161,116.0806,3.78,64,73,0.34,RU,1684016042
392,namtsy,62.7161,129.6658,3.88,68,96,0.43,RU,1684016275
393,rongelap,11.1635,166.8941,27.56,79,58,7.2,MH,1684015978
394,imbituba,-28.24,-48.6703,16.73,76,0,2.03,BR,1684016276
395,segovia,41.1667,-4.0,6.39,81,19,3.36,ES,1684016276
396,luanda,-8.8368,13.2343,25.53,87,43,3.94,AO,1684016044
397,roccella ionica,38.322,16.4009,17.69,79,100,2.34,IT,1684016277
398,jinghong,21.991,100.7341,19.15,98,100,1.71,CN,1684016277
399,dudinka,69.4058,86.1778,-6.32,95,100,7.46,RU,1684015850
400,taguatinga,-12.3857,-46.5711,26.69,59,96,1.06,BR,1684016278
401,mount gambier,-37.8333,140.7667,7.99,86,6,2.69,AU,1684016278
402,ilovlya,49.3033,43.9796,12.11,69,12,2.32,RU,1684016278
403,guarapari,-20.6667,-40.4975,22.72,83,97,3.56,BR,1684016093
404,lerwick,60.1545,-1.1494,8.0,92,99,5.91,GB,1684015865
405,ad dabbah,18.05,30.95,31.18,12,3,7.43,SD,1684015950
406,oban,56.4127,-5.4706,11.32,86,100,1.82,GB,1684016279
407,weyburn,49.6668,-103.8511,12.04,76,100,3.61,CA,1684016114
408,sumbe,-11.2061,13.8437,25.09,89,100,3.5,AO,1684016280
409,suva,-18.1416,178.4415,25.71,83,75,5.66,FJ,1684015887
410,wamba,8.9333,8.6,28.61,54,95,0.17,NG,1684016280
411,motygino,58.1831,94.7592,-5.26,82,10,1.06,RU,1684016281
412,san antonio de pale,-1.4014,5.6325,28.07,79,100,5.59,GQ,1684015954
413,lazaro cardenas,17.9583,-102.2,29.89,55,3,4.92,MX,1684015762
414,trinidad,-14.8333,-64.9,27.99,57,86,2.06,BO,1684016008
415,port-vila,-17.7338,168.3219,25.78,89,100,5.66,VU,1684016282
416,nishinoomote,30.7333,131.0,19.91,85,100,4.92,JP,1684016283
417,mar del plata,-38.0023,-57.5575,15.61,80,0,0.89,AR,1684015852
418,fuling,29.7022,107.3919,19.67,76,100,1.16,CN,1684016284
419,lucas,41.6501,-83.6666,21.29,60,100,2.06,US,1684016284
420,ormara,25.2088,64.6357,27.75,86,0,3.44,PK,1684016284
421,san patricio,28.017,-97.5169,26.2,68,100,4.73,US,1684015781
422,benghazi,32.1167,20.0667,23.9,50,87,3.8,LY,1684016285
423,port douglas,-16.4833,145.4667,23.11,82,97,4.43,AU,1684016285
424,yarkovo,57.4028,67.0786,4.36,63,30,1.83,RU,1684016286
425,sitka,57.0531,-135.33,12.94,71,75,0.0,US,1684015851
426,uacu cungo,-11.3634,15.1208,16.2,78,84,0.08,AO,1684016287
427,eyl,7.9803,49.8164,27.5,82,61,7.27,SO,1684016287
428,andergrove,-21.0833,149.1833,21.47,85,85,7.22,AU,1684016098
429,leava,-14.3,-178.1667,28.02,76,7,6.31,WF,1684015942
430,funehikimachi-funehiki,37.4333,140.5833,12.67,88,100,4.12,JP,1684016289
431,necocli,8.4234,-76.786,28.19,81,100,3.37,CO,1684016290
432,pionerskiy,54.9508,20.2275,12.91,84,86,2.26,RU,1684016290
433,qusmuryn,52.4503,64.6311,5.84,82,100,7.07,KZ,1684016291
434,qaqortoq,60.7167,-46.0333,0.97,84,100,2.32,GL,1684015817
435,el nido,11.1858,119.3956,27.38,81,75,1.42,PH,1684016291
436,ta`u,-14.2336,-169.5144,27.45,75,14,2.12,AS,1684015842
437,seven pagodas,12.6264,80.1722,31.7,63,98,5.51,IN,1684016293
438,kingscliff,-28.2667,153.5667,18.74,88,40,3.6,AU,1684016293
439,pyinmana,19.7333,96.2167,24.47,87,100,3.04,MM,1684016293
440,bayganin,48.6947,55.8742,8.95,82,39,2.49,KZ,1684016033
441,nantucket,41.2835,-70.0995,19.08,68,0,2.06,US,1684016023
442,ar rutbah,33.0381,40.2848,19.85,46,0,6.64,IQ,1684016295
443,katsuren-haebaru,26.3369,127.8719,22.43,76,20,4.63,JP,1684016096
444,la sarre,48.8002,-79.1996,11.32,44,5,6.55,CA,1684016295
445,kasane,-17.8167,25.15,16.65,47,3,2.31,BW,1684016109
446,rubtsovsk,51.5,81.25,9.51,55,100,4.58,RU,1684016296
447,datia,25.6667,78.4667,32.92,12,24,0.98,IN,1684016296
448,baracoa,20.3467,-74.4958,27.27,74,73,2.54,CU,1684016297
449,al bawiti,28.3492,28.8659,19.86,38,100,6.06,EG,1684016297
450,lidzbark,53.2628,19.8266,10.22,88,47,3.59,PL,1684016298
451,nolensville,35.9523,-86.6694,28.78,71,0,2.06,US,1684016298
452,nema,57.5067,50.5011,8.88,92,100,5.44,RU,1684016299
453,margate,51.3813,1.3862,12.17,85,4,4.02,GB,1684016069
454,carnarvon,-24.8667,113.6333,17.96,63,32,8.52,AU,1684015836
455,mkushi,-13.6202,29.3939,17.88,61,89,1.15,ZM,1684016300
456,uturoa,-16.7333,-151.4333,27.22,73,13,3.08,PF,1684015856
457,ciudad melchor muzquiz,27.8833,-101.5167,19.82,92,100,4.09,MX,1684016301
458,utrik,11.2278,169.8474,27.31,81,30,7.33,MH,1684015813
459,kokoda,-8.8785,147.7407,26.67,83,51,0.24,PG,1684016303
460,jaguaruna,-28.615,-49.0256,16.01,79,2,2.05,BR,1684016303
461,pangody,65.85,74.4859,-8.35,91,86,7.68,RU,1684016303
462,tela,15.7833,-87.45,31.97,70,40,2.06,HN,1684016021
463,bathsheba,13.2167,-59.5167,27.34,78,20,5.14,BB,1684016064
464,soe,-9.8607,124.284,14.55,89,38,1.41,ID,1684016304
465,lichinga,-13.3128,35.2406,17.05,88,0,2.06,MZ,1684016305
466,happy valley-goose bay,53.3168,-60.3315,6.17,100,100,1.54,CA,1684015845
467,manglaur,29.8,77.8667,27.15,19,0,2.85,IN,1684016305
468,zouerate,22.7187,-12.4521,31.62,15,47,4.87,MR,1684016306
469,novodvinsk,64.4165,40.8122,2.42,86,7,1.18,RU,1684016306
470,novyy urengoy,66.0833,76.6333,-7.57,89,89,8.63,RU,1684016306
471,aksuat,48.7167,83.7,13.37,71,91,1.82,KZ,1684016307
472,mendaha,-1.0333,103.5833,24.09,83,71,1.69,ID,1684016308
473,alcabideche,38.7337,-9.4093,16.23,74,0,11.18,PT,1684016308
474,monteros,-27.1674,-65.4983,19.58,73,0,1.48,AR,1684016309
475,san julian,21.0167,-102.1667,29.16,11,6,8.77,MX,1684016084
476,ulaangom,49.9811,92.0667,8.42,48,47,1.49,MN,1684016310
477,murghob,38.1702,73.9667,-0.4,51,90,2.37,TJ,1684016310
478,lautoka,-17.6167,177.4667,27.92,69,40,5.66,FJ,1684016310
479,novyy turtkul',41.55,61.0167,19.95,31,31,6.59,UZ,1684016312
480,n'zeto,-7.2312,12.8666,26.06,91,63,3.1,AO,1684016312
481,jinka,5.65,36.65,17.48,85,47,0.87,ET,1684016314
482,mingshui,36.7167,117.5,19.55,34,4,4.29,CN,1684016314
483,maragogi,-9.0122,-35.2225,26.07,74,57,4.77,BR,1684016314
484,hutchinson,38.0608,-97.9298,29.85,38,0,2.06,US,1684016211
485,kirando,-7.4167,30.6,23.34,74,88,1.71,TZ,1684016315
486,nouadhibou,20.931,-17.0347,18.99,82,3,7.2,MR,1684015896
487,nefteyugansk,61.0998,72.6035,5.49,61,84,4.59,RU,1684016315
488,piranhas,-16.4269,-51.8222,22.74,57,3,2.7,BR,1684016316
489,ambodifotatra,-16.9833,49.85,25.04,81,2,1.23,MG,1684016316
490,onguday,50.75,86.15,9.44,91,100,1.51,RU,1684016316
491,mount isa,-20.7333,139.5,16.87,63,1,0.0,AU,1684016017
492,vila velha,-20.3297,-40.2925,22.97,84,40,4.12,BR,1684016317
493,caleta de carquin,-11.0925,-77.6267,22.46,75,62,3.49,PE,1684016317
494,bandar labuan,5.2888,115.2692,24.2,100,20,0.0,MY,1684016318
495,kayes,14.0,-11.0,33.47,36,41,6.29,ML,1684015941
496,hinton,53.4001,-117.5857,25.73,21,92,0.47,CA,1684016148
497,ceerigaabo,10.6162,47.368,21.1,63,77,0.55,SO,1684016319
498,floriano,-6.7669,-43.0225,29.6,54,98,1.28,BR,1684016319
499,miri,4.4148,114.0089,25.08,94,40,1.54,MY,1684016319
500,fada n'gourma,12.0622,0.3578,35.87,26,66,2.21,BF,1684016319
501,arar,30.9753,41.0381,25.01,18,0,8.23,SA,1684016320
502,cedeira,43.6797,-8.0209,14.43,83,34,4.11,ES,1684016320
503,popondetta,-8.7537,148.2534,26.09,86,91,0.25,PG,1684016320
504,aykhal,66.0,111.5,-3.93,95,100,4.32,RU,1684015852
505,tonj,7.2737,28.6822,29.17,44,69,2.32,SS,1684016321
506,pacific grove,36.6177,-121.9166,29.1,78,0,2.57,US,1684015776
507,bayanaul,50.7889,75.6956,10.23,67,91,3.74,KZ,1684016321
508,santa eularia des riu,38.9846,1.5341,17.16,79,0,0.0,ES,1684016322
509,tsiombe,-25.3,45.4833,20.53,96,22,1.18,MG,1684016322
510,nuku'alofa,-21.1333,-175.2,24.19,69,75,6.69,TO,1684016115
511,fort dodge,42.4975,-94.168,24.0,73,75,7.72,US,1684016256
512,guiuan,11.0333,125.7247,28.05,73,85,3.12,PH,1684016323
513,palangkaraya,-2.2,113.8333,23.01,99,88,1.13,ID,1684016323
514,konosha,60.9736,40.257,3.77,90,9,1.58,RU,1684016323
515,brookings,44.3114,-96.7984,16.21,95,100,8.23,US,1684016028
516,bocaiuva,-17.1078,-43.815,25.84,46,34,0.51,BR,1684016324
517,sangmelima,2.9333,11.9833,21.66,95,91,1.09,CM,1684016324
518,papao,-17.75,-149.55,29.82,75,36,6.86,PF,1684016128
519,malvan,16.0667,73.4667,28.3,79,75,3.32,IN,1684015923
520,kirensk,57.7853,108.1119,-0.49,78,87,2.11,RU,1684016325
521,deqen,29.9618,90.7188,1.7,37,0,1.21,CN,1684016325
522,kencong,-8.2833,113.3667,22.48,83,15,0.68,ID,1684016326
523,estrela,-28.0611,-50.9383,8.95,85,2,1.23,BR,1684016326
524,la ronge,55.1001,-105.2842,18.29,46,35,2.72,CA,1684015856
525,suncho corral,-27.9336,-63.4294,20.43,55,1,3.86,AR,1684016327
526,yeraliyev,43.2,51.65,18.9,39,100,8.78,KZ,1684016327
527,bikenibeu village,1.3673,173.1241,28.4,81,35,6.97,KI,1684016082
528,guozhen,34.3659,107.359,17.39,55,0,2.21,CN,1684016328
529,el bolson,-41.9667,-71.5167,11.98,98,100,2.19,AR,1684016328
530,gorom-gorom,14.4439,-0.2361,36.52,24,60,2.45,BF,1684016328
531,salalah,17.0151,54.0924,29.05,74,40,2.57,OM,1684015859
532,tongshan,34.1805,117.1571,18.13,68,0,2.06,CN,1684016329
533,akrehamn,59.2667,5.1833,8.01,100,100,5.66,NO,1684016089
534,zhezqazghan,47.7833,67.7667,13.02,40,77,3.83,KZ,1684016329
535,dolores,-36.3132,-57.6792,13.65,63,100,0.65,AR,1684016329
536,marabba,12.35,32.1833,33.51,10,19,3.04,SD,1684016330
537,kawalu,-7.3817,108.2082,20.91,89,76,0.77,ID,1684016330
538,phan rang-thap cham,11.5667,108.9833,25.57,89,77,1.38,VN,1684016215
539,yanchep,-31.55,115.6833,11.83,77,4,2.8,AU,1684016331
540,mossel bay,-34.1831,22.146,12.96,66,99,9.49,ZA,1684016331
541,marsa alam,25.0757,34.8918,25.59,43,29,5.02,EG,1684016331
542,malango,-2.9627,119.9001,18.28,97,36,1.07,ID,1684016331
543,borovskoy,53.8,64.15,4.89,91,100,4.1,KZ,1684016332
544,oranjemund,-28.55,16.4333,11.94,82,0,4.68,NA,1684015867
545,palikir - national government center,6.9248,158.1611,29.41,79,75,1.03,FM,1684015974
546,vernon,50.2581,-119.2691,29.61,27,51,1.13,CA,1684015819
547,frontera,26.9333,-101.45,21.29,77,100,2.24,MX,1684016333
548,horodnytsya,50.807,27.3168,9.21,80,41,0.9,UA,1684016333
549,leua,48.2156,18.6071,12.5,82,93,4.37,SK,1684016053
550,kolokani,13.5728,-8.0339,34.3,29,100,6.17,ML,1684016334
551,naracoorte,-36.9579,140.7383,9.01,76,4,3.17,AU,1684016334
552,greymouth,-42.4667,171.2,10.51,92,100,0.8,NZ,1684016102
553,tazacorte,28.629,-17.9293,20.54,73,100,7.72,ES,1684016051
554,dzhankoy,45.7167,34.4,13.02,64,100,1.65,UA,1684016199
555,arnprior,45.4334,-76.3494,18.6,46,0,4.7,CA,1684016096
556,banda aceh,5.5577,95.3222,27.62,79,63,4.13,ID,1684015995
557,sur,22.5667,59.5289,33.45,47,0,8.35,OM,1684016336
558,sao jose da coroa grande,-8.8978,-35.1478,26.09,75,49,4.84,BR,1684015894
559,bahir dar,11.5936,37.3908,25.7,30,92,3.21,ET,1684016336
560,ippy,6.2679,21.2247,23.83,71,99,1.24,CF,1684016336
561,umea,63.8284,20.2597,8.84,81,0,2.06,SE,1684016337
562,minusinsk,53.7103,91.6875,-2.99,42,97,2.49,RU,1684016337
563,bandundu,-3.3167,17.3667,26.73,72,93,0.98,CD,1684016337
564,saint-pierre,-21.3393,55.4781,23.09,64,0,1.54,RE,1684016035
565,yarrawonga,-36.0167,146.0,9.34,76,0,2.76,AU,1684016338
566,suleja,9.1758,7.1808,26.55,63,100,0.16,NG,1684016338
567,tobelo,1.7284,128.0095,26.82,82,36,0.72,ID,1684016339
568,riohacha,11.5444,-72.9072,30.06,74,20,6.17,CO,1684016339
569,montclair,40.8259,-74.209,26.82,33,0,5.66,US,1684016299
570,shimoda,34.6667,138.95,15.06,72,100,5.67,JP,1684016339
571,sinop,41.7711,34.8709,6.74,85,2,1.66,TR,1684015889
572,los frentones,-26.4077,-61.4137,19.06,44,0,2.49,AR,1684016340
573,abong mbang,3.9833,13.1833,21.55,96,93,0.48,CM,1684016340
574,waliso,8.5333,37.9833,16.39,71,29,1.63,ET,1684016341
575,baoqing,46.3317,132.2111,14.4,73,92,3.53,CN,1684015898
576,champerico,14.3,-91.9167,26.3,62,5,5.01,GT,1684015930
577,abepura,-2.6333,140.5833,26.45,78,20,1.54,ID,1684016341
578,olinda,-8.0089,-34.8553,27.85,69,40,2.06,BR,1684015968
579,taulaga,-11.0553,-171.0883,28.39,74,88,3.94,AS,1684016342
580,zeya,53.75,127.2667,9.31,45,88,3.15,RU,1684016343
581,walvis bay,-22.9575,14.5053,13.94,81,3,3.81,NA,1684015968
582,bel ombre,-4.6167,55.4167,27.91,83,40,1.54,SC,1684016344
583,birjand,32.8663,59.2211,18.26,24,0,3.09,IR,1684016344
584,laguna,38.421,-121.4238,34.68,28,0,2.57,US,1684015988
585,antsiranana,-12.2787,49.2917,23.81,89,27,3.8,MG,1684016345
586,tomohon,1.3346,124.8392,19.52,90,48,0.53,ID,1684016088
587,buka,40.8108,69.1986,20.82,44,23,2.15,UZ,1684016346
588,sint-gillis-waas,51.228,4.1206,15.03,94,30,0.89,BE,1684016346
589,pasighat,28.0667,95.3333,23.3,53,95,1.51,IN,1684016346
590,naters,46.3254,7.9891,10.52,90,71,2.77,CH,1684016347
591,tysmenytsya,48.9022,24.8448,7.32,91,58,1.99,UA,1684016347
592,tanhacu,-14.0214,-41.2481,25.67,64,100,2.54,BR,1684016347
593,mayya,61.7333,130.2811,2.62,69,100,1.47,RU,1684016348
594,mana,5.6592,-53.7767,25.73,90,97,4.32,GF,1684016348
595,fort mcmurray,56.7268,-111.381,27.77,22,78,4.63,CA,1684016146
596,soure,-0.7167,-48.5233,26.76,81,10,3.16,BR,1684016349
597,annau,37.8876,58.516,26.65,26,0,2.59,TM,1684016122
598,elazig,38.6743,39.2232,12.83,58,0,5.14,TR,1684016234
599,mount darwin,-16.7725,31.5838,16.06,64,61,1.39,ZW,1684016350
600,tidjikja,18.5564,-11.4271,35.95,11,93,2.42,MR,1684016015
601,annonay,45.2397,4.6708,10.45,93,100,2.0,FR,1684016351
602,tamiahua,21.2667,-97.45,29.88,73,3,7.38,MX,1684016351
603,cole harbour,44.6724,-63.4751,17.66,51,23,7.72,CA,1684016352
604,bandar abbas,27.1865,56.2808,26.99,78,20,2.06,IR,1684016352
605,manicore,-5.8092,-61.3003,26.44,85,98,0.94,BR,1684016352
606,kalmunai,7.4167,81.8167,26.58,79,100,1.31,LK,1684015971
607,nabinagar,23.8917,90.9733,26.02,75,100,2.06,BD,1684016353
608,nogliki,51.8333,143.1667,10.67,57,98,6.27,RU,1684016354
609,kyaukse,21.6,96.1333,23.35,90,99,0.61,MM,1684016354
610,chui,-33.6971,-53.4616,17.59,69,98,1.39,UY,1684016354
611,long beach,33.767,-118.1892,31.1,76,0,4.12,US,1684016222
612,warman,52.3168,-106.5679,24.94,27,75,0.0,CA,1684016355
613,mil'kovo,55.6078,37.7956,15.33,80,15,2.98,RU,1684015962
